,Min Date,Over 10 Years
FPE,2013-02-12 00:00:00-05:00,True
BOAT,2021-08-04 00:00:00-04:00,False
FEDL,2021-09-17 00:00:00-04:00,False
JULD,2023-07-03 00:00:00-04:00,False
MGRO,2024-03-28 00:00:00-04:00,False
UWM,2007-01-25 00:00:00-05:00,True
JPIE,2021-11-02 00:00:00-04:00,False
MID,2020-07-27 00:00:00-04:00,False
PIZ,2008-01-07 00:00:00-05:00,True
BLOK,2018-01-25 00:00:00-05:00,False
SETM,2023-02-02 00:00:00-05:00,False
QLV,2019-07-16 00:00:00-04:00,False
AMJ,2009-04-02 00:00:00-04:00,True
IGLB,2009-12-09 00:00:00-05:00,True
TUA,2022-11-16 00:00:00-05:00,False
PBW,2005-03-03 00:00:00-05:00,True
DYFI,2024-01-10 00:00:00-05:00,False
SXUS,2021-09-13 00:00:00-04:00,False
VWOB,2013-06-04 00:00:00-04:00,True
BBUS,2019-03-13 00:00:00-04:00,False
DEM,2007-07-13 00:00:00-04:00,True
EFAX,2016-11-03 00:00:00-04:00,False
KIE,2005-11-15 00:00:00-05:00,True
ARKY,2023-11-15 00:00:00-05:00,False
MFEM,2017-09-07 00:00:00-04:00,False
BIB,2010-04-09 00:00:00-04:00,True
MSTY,2024-02-22 00:00:00-05:00,False
OAIA,2022-12-20 00:00:00-05:00,False
OBOR,2017-09-14 00:00:00-04:00,False
SOVF,2023-10-03 00:00:00-04:00,False
IDEC,2023-12-01 00:00:00-05:00,False
APRH,2023-04-03 00:00:00-04:00,False
DFIS,2022-03-24 00:00:00-04:00,False
SPD,2020-09-04 00:00:00-04:00,False
FSZ,2012-02-16 00:00:00-05:00,True
EPU,2009-06-22 00:00:00-04:00,True
TPLE,2021-07-30 00:00:00-04:00,False
WEBL,2019-11-07 00:00:00-05:00,False
PXH,2007-09-28 00:00:00-04:00,True
URA,2010-11-05 00:00:00-04:00,True
MOON,2020-11-12 00:00:00-05:00,False
WTRE,2007-06-05 00:00:00-04:00,True
XTJA,2022-01-03 00:00:00-05:00,False
XTR,2021-09-07 00:00:00-04:00,False
EFU,2007-10-25 00:00:00-04:00,True
ZSB,2023-01-13 00:00:00-05:00,False
REK,2010-03-18 00:00:00-04:00,True
IWF,2000-05-26 00:00:00-04:00,True
VUSB,2021-04-07 00:00:00-04:00,False
SLQD,2013-10-17 00:00:00-04:00,True
DEED,2020-04-30 00:00:00-04:00,False
MSFY,2023-10-31 00:00:00-04:00,False
USOI,2017-04-26 00:00:00-04:00,False
EWP,1996-03-18 00:00:00-05:00,True
RSPT,2006-11-07 00:00:00-05:00,True
SOXL,2010-03-11 00:00:00-05:00,True
BUFZ,2023-10-27 00:00:00-04:00,False
IBIK,2024-05-24 00:00:00-04:00,False
NOVP,2024-05-22 00:00:00-04:00,False
TRFK,2022-06-10 00:00:00-04:00,False
ACTV,2020-10-27 00:00:00-04:00,False
FCTR,2018-08-02 00:00:00-04:00,False
IEUS,2007-11-19 00:00:00-05:00,True
SNPD,2022-11-16 00:00:00-05:00,False
CEFD,2020-06-03 00:00:00-04:00,False
EWI,1996-03-18 00:00:00-05:00,True
CMDT,2023-05-11 00:00:00-04:00,False
DWLD,2017-01-12 00:00:00-05:00,False
FAN,2008-06-27 00:00:00-04:00,True
IQDF,2013-04-16 00:00:00-04:00,True
BERZ,2021-08-18 00:00:00-04:00,False
FMCX,2022-04-25 00:00:00-04:00,False
ESUS,2021-09-17 00:00:00-04:00,False
FXI,2004-10-08 00:00:00-04:00,True
ONOF,2021-01-13 00:00:00-05:00,False
BDVG,2023-06-30 00:00:00-04:00,False
PJBF,2024-03-13 00:00:00-04:00,False
VGT,2004-01-30 00:00:00-05:00,True
DFGR,2022-12-07 00:00:00-05:00,False
GLOF,2015-05-04 00:00:00-04:00,False
CIBR,2015-07-07 00:00:00-04:00,False
DZZ,2008-02-28 00:00:00-05:00,True
IRET,2024-03-06 00:00:00-05:00,False
QWLD,2014-06-05 00:00:00-04:00,True
RAVI,2012-10-11 00:00:00-04:00,True
BRNY,2022-10-14 00:00:00-04:00,False
ZHDG,2021-07-07 00:00:00-04:00,False
JCPI,2022-04-11 00:00:00-04:00,False
SFEB,2024-02-20 00:00:00-05:00,False
IXN,2001-11-26 00:00:00-05:00,True
SMOT,2022-10-06 00:00:00-04:00,False
SXQG,2021-05-12 00:00:00-04:00,False
BOXX,2022-12-28 00:00:00-05:00,False
SDP,2007-03-14 00:00:00-04:00,True
CUT,2007-11-09 00:00:00-05:00,True
AHOY,2022-06-07 00:00:00-04:00,False
GQRE,2013-11-06 00:00:00-05:00,True
BRHY,2024-06-17 00:00:00-04:00,False
DIVG,2023-12-11 00:00:00-05:00,False
BCDF,2022-08-02 00:00:00-04:00,False
WBND,2018-10-04 00:00:00-04:00,False
VFVA,2018-02-15 00:00:00-05:00,False
JTEK,2023-10-05 00:00:00-04:00,False
IDHQ,2007-06-13 00:00:00-04:00,True
FLDZ,2022-01-03 00:00:00-05:00,False
RSPR,2015-08-14 00:00:00-04:00,False
KBA,2014-03-05 00:00:00-05:00,True
LCTD,2021-04-08 00:00:00-04:00,False
WEED,2022-04-20 00:00:00-04:00,False
JDST,2013-10-03 00:00:00-04:00,True
MAGG,2023-08-29 00:00:00-04:00,False
IGRO,2016-05-19 00:00:00-04:00,False
QLTY,2023-11-15 00:00:00-05:00,False
XMAY,2024-05-20 00:00:00-04:00,False
WBIY,2016-12-22 00:00:00-05:00,False
XDTE,2024-03-07 00:00:00-05:00,False
IYR,2000-06-19 00:00:00-04:00,True
SMRI,2023-09-14 00:00:00-04:00,False
SDEM,2015-03-17 00:00:00-04:00,False
FLJP,2017-11-06 00:00:00-05:00,False
SZK,2007-02-01 00:00:00-05:00,True
VNQI,2010-11-01 00:00:00-04:00,True
AVES,2021-09-30 00:00:00-04:00,False
EVNT,2021-09-20 00:00:00-04:00,False
DGRW,2013-05-22 00:00:00-04:00,True
DFAC,2021-06-14 00:00:00-04:00,False
XCCC,2022-05-26 00:00:00-04:00,False
LONZ,2022-06-09 00:00:00-04:00,False
OOTO,2021-06-10 00:00:00-04:00,False
PFFL,2018-09-26 00:00:00-04:00,False
EQUL,2021-10-21 00:00:00-04:00,False
ADME,2016-06-13 00:00:00-04:00,False
GEMD,2022-02-18 00:00:00-05:00,False
UPW,2007-02-01 00:00:00-05:00,True
TOLZ,2014-03-27 00:00:00-04:00,True
ISDB,2022-12-13 00:00:00-05:00,False
SPRE,2020-12-30 00:00:00-05:00,False
DYNF,2019-03-21 00:00:00-04:00,False
SUSB,2017-07-18 00:00:00-04:00,False
XLSR,2019-04-03 00:00:00-04:00,False
JETU,2023-06-20 00:00:00-04:00,False
UDOW,2010-02-11 00:00:00-05:00,True
NBCM,2022-10-24 00:00:00-04:00,False
EQRR,2017-07-25 00:00:00-04:00,False
DUBS,2023-08-14 00:00:00-04:00,False
PCIG,2024-03-15 00:00:00-04:00,False
GSG,2006-07-21 00:00:00-04:00,True
ICLO,2022-12-09 00:00:00-05:00,False
ECON,2010-09-14 00:00:00-04:00,True
EVSM,2024-03-26 00:00:00-04:00,False
MVV,2006-06-21 00:00:00-04:00,True
CZAR,2024-03-13 00:00:00-04:00,False
EVTR,2024-03-25 00:00:00-04:00,False
SCHV,2009-12-15 00:00:00-05:00,True
GSC,2023-10-06 00:00:00-04:00,False
IBTL,2021-08-30 00:00:00-04:00,False
LSAT,2020-10-27 00:00:00-04:00,False
EDOC,2020-07-30 00:00:00-04:00,False
JSCP,2021-03-02 00:00:00-05:00,False
RECS,2019-09-25 00:00:00-04:00,False
USBF,2021-10-19 00:00:00-04:00,False
PBJL,2024-05-08 00:00:00-04:00,False
KBWD,2010-12-02 00:00:00-05:00,True
AIVL,2006-06-16 00:00:00-04:00,True
SCHJ,2019-10-11 00:00:00-04:00,False
PTEC,2023-08-14 00:00:00-04:00,False
EMMF,2018-08-10 00:00:00-04:00,False
SH,2006-06-21 00:00:00-04:00,True
BSMC,2023-10-09 00:00:00-04:00,False
ITA,2006-05-05 00:00:00-04:00,True
PBOC,2024-05-17 00:00:00-04:00,False
HAPR,2024-04-01 00:00:00-04:00,False
MSOS,2020-09-02 00:00:00-04:00,False
RSPD,2006-11-07 00:00:00-05:00,True
MOOD,2022-05-19 00:00:00-04:00,False
XRLV,2015-04-09 00:00:00-04:00,False
SUSL,2019-05-10 00:00:00-04:00,False
ASHR,2013-11-06 00:00:00-05:00,True
AVMC,2024-03-13 00:00:00-04:00,False
JCTR,2020-12-10 00:00:00-05:00,False
HYSA,2023-09-19 00:00:00-04:00,False
MDYG,2005-11-15 00:00:00-05:00,True
DOGG,2023-05-01 00:00:00-04:00,False
VRAI,2019-02-08 00:00:00-05:00,False
AAPX,2024-01-11 00:00:00-05:00,False
HYGI,2022-06-24 00:00:00-04:00,False
ULST,2013-10-10 00:00:00-04:00,True
JADE,2024-05-17 00:00:00-04:00,False
PSFJ,2021-07-01 00:00:00-04:00,False
QQJG,2021-10-27 00:00:00-04:00,False
IMCV,2004-07-13 00:00:00-04:00,True
KAPR,2020-04-01 00:00:00-04:00,False
PIO,2007-06-13 00:00:00-04:00,True
FILL,2012-02-02 00:00:00-05:00,True
MOO,2007-09-05 00:00:00-04:00,True
JPRE,2022-05-23 00:00:00-04:00,False
NUDM,2017-06-12 00:00:00-04:00,False
REIT,2021-02-26 00:00:00-05:00,False
TILT,2011-09-22 00:00:00-04:00,True
RITA,2021-12-09 00:00:00-05:00,False
BIS,2010-04-09 00:00:00-04:00,True
IAGG,2015-11-12 00:00:00-05:00,False
FNGU,2018-01-23 00:00:00-05:00,False
RPHS,2022-03-31 00:00:00-04:00,False
ZECP,2021-08-26 00:00:00-04:00,False
WISE,2023-12-08 00:00:00-05:00,False
EQL,2009-07-07 00:00:00-04:00,True
SCHY,2021-04-29 00:00:00-04:00,False
VPC,2019-02-08 00:00:00-05:00,False
GHTA,2021-11-17 00:00:00-05:00,False
GXC,2007-03-23 00:00:00-04:00,True
PXJ,2005-10-26 00:00:00-04:00,True
FCOR,2014-10-09 00:00:00-04:00,False
MJ,2015-12-03 00:00:00-05:00,False
DWAS,2012-07-19 00:00:00-04:00,True
DXJS,2013-06-28 00:00:00-04:00,True
MUST,2018-10-10 00:00:00-04:00,False
NJAN,2020-01-02 00:00:00-05:00,False
IBIB,2023-10-03 00:00:00-04:00,False
JHCB,2021-03-31 00:00:00-04:00,False
HYHG,2013-05-23 00:00:00-04:00,True
ROUS,2015-02-27 00:00:00-05:00,False
KOMP,2018-10-23 00:00:00-04:00,False
SPMO,2015-10-12 00:00:00-04:00,False
EWJ,1996-03-18 00:00:00-05:00,True
MEAR,2015-03-05 00:00:00-05:00,False
OPTZ,2024-04-23 00:00:00-04:00,False
DJCB,2019-10-25 00:00:00-04:00,False
HDAW,2015-08-14 00:00:00-04:00,False
REW,2007-02-02 00:00:00-05:00,True
CLIP,2023-06-22 00:00:00-04:00,False
EFZ,2007-10-25 00:00:00-04:00,True
DBEM,2011-06-09 00:00:00-04:00,True
AIVI,2006-06-16 00:00:00-04:00,True
SPAM,2023-12-11 00:00:00-05:00,False
EDEN,2012-01-26 00:00:00-05:00,True
INC,2022-11-03 00:00:00-04:00,False
BBLU,2022-10-17 00:00:00-04:00,False
THNR,2024-05-21 00:00:00-04:00,False
VIOO,2010-09-09 00:00:00-04:00,True
BRRR,2024-01-11 00:00:00-05:00,False
EMCB,2012-03-08 00:00:00-05:00,True
ESML,2018-05-15 00:00:00-04:00,False
KOOL,2024-04-02 00:00:00-04:00,False
PKB,2005-10-26 00:00:00-04:00,True
UMDD,2010-02-11 00:00:00-05:00,True
HAPI,2022-10-13 00:00:00-04:00,False
VONV,2010-09-22 00:00:00-04:00,True
OVT,2021-01-15 00:00:00-05:00,False
ILCB,2004-07-13 00:00:00-04:00,True
MBB,2007-03-16 00:00:00-04:00,True
XT,2015-03-24 00:00:00-04:00,False
FLYU,2022-06-22 00:00:00-04:00,False
VBR,2004-01-30 00:00:00-05:00,True
JULT,2020-07-01 00:00:00-04:00,False
DAX,2014-10-23 00:00:00-04:00,False
QYLG,2020-09-23 00:00:00-04:00,False
MSMR,2021-11-17 00:00:00-05:00,False
RSPH,2006-11-07 00:00:00-05:00,True
SHOC,2022-10-06 00:00:00-04:00,False
RATE,2022-07-07 00:00:00-04:00,False
UDI,2022-06-08 00:00:00-04:00,False
ZSC,2024-03-13 00:00:00-04:00,False
DJUL,2020-07-20 00:00:00-04:00,False
ZTAX,2023-05-19 00:00:00-04:00,False
DBA,2007-01-05 00:00:00-05:00,True
TFLO,2014-02-04 00:00:00-05:00,True
MFUL,2021-11-04 00:00:00-04:00,False
WTV,2007-02-23 00:00:00-05:00,True
ZTRE,2024-01-19 00:00:00-05:00,False
IGHG,2013-11-13 00:00:00-05:00,True
UGL,2008-12-03 00:00:00-05:00,True
PSCX,2020-12-23 00:00:00-05:00,False
ECOW,2019-05-06 00:00:00-04:00,False
AMZU,2022-09-07 00:00:00-04:00,False
FXL,2007-05-10 00:00:00-04:00,True
QIS,2023-07-11 00:00:00-04:00,False
BSCS,2018-08-09 00:00:00-04:00,False
ITDA,2024-06-04 00:00:00-04:00,False
FNDX,2013-08-15 00:00:00-04:00,True
PBJN,2024-06-03 00:00:00-04:00,False
GMUN,2023-03-15 00:00:00-04:00,False
HAWX,2015-07-01 00:00:00-04:00,False
MIDE,2021-02-26 00:00:00-05:00,False
USNZ,2022-06-29 00:00:00-04:00,False
NJUN,2024-06-03 00:00:00-04:00,False
DGZ,2008-02-29 00:00:00-05:00,True
KOLD,2011-10-06 00:00:00-04:00,True
AGOX,2021-05-10 00:00:00-04:00,False
KBWB,2011-11-01 00:00:00-04:00,True
ESG,2016-07-14 00:00:00-04:00,False
VCAR,2020-12-29 00:00:00-05:00,False
VICE,2017-12-13 00:00:00-05:00,False
DEFI,2022-09-16 00:00:00-04:00,False
BLCR,2023-10-26 00:00:00-04:00,False
JHSC,2017-11-09 00:00:00-05:00,False
KSEA,2024-03-13 00:00:00-04:00,False
BDCX,2020-06-11 00:00:00-04:00,False
UNG,2007-04-18 00:00:00-04:00,True
EGUS,2023-02-03 00:00:00-05:00,False
IBTP,2024-06-12 00:00:00-04:00,False
IMFL,2021-02-26 00:00:00-05:00,False
MAYZ,2021-05-03 00:00:00-04:00,False
CEFS,2017-03-21 00:00:00-04:00,False
MEMX,2023-01-11 00:00:00-05:00,False
LKOR,2015-09-24 00:00:00-04:00,False
FLBL,2018-06-01 00:00:00-04:00,False
TPMN,2023-01-25 00:00:00-05:00,False
OCTW,2020-10-01 00:00:00-04:00,False
FENI,2023-11-20 00:00:00-05:00,False
TSLP,2023-10-27 00:00:00-04:00,False
SEPZ,2020-09-01 00:00:00-04:00,False
FPFD,2021-06-17 00:00:00-04:00,False
SRET,2015-03-17 00:00:00-04:00,False
XISE,2023-09-18 00:00:00-04:00,False
BTCO,2024-01-11 00:00:00-05:00,False
HERO,2019-10-31 00:00:00-04:00,False
GVAL,2014-03-12 00:00:00-04:00,True
TWIO,2021-04-01 00:00:00-04:00,False
SGOL,2009-09-09 00:00:00-04:00,True
GLTR,2010-10-22 00:00:00-04:00,True
LMBS,2014-11-05 00:00:00-05:00,False
APCB,2023-05-03 00:00:00-04:00,False
JGRO,2022-08-09 00:00:00-04:00,False
NVDX,2023-10-19 00:00:00-04:00,False
GVLU,2022-06-08 00:00:00-04:00,False
FJUL,2020-07-20 00:00:00-04:00,False
PBTP,2017-09-25 00:00:00-04:00,False
TINY,2021-10-27 00:00:00-04:00,False
MDLV,2023-04-27 00:00:00-04:00,False
TAGG,2021-09-29 00:00:00-04:00,False
VHT,2004-01-30 00:00:00-05:00,True
ACVF,2020-10-29 00:00:00-04:00,False
NPFI,2024-03-07 00:00:00-05:00,False
KCCA,2021-10-05 00:00:00-04:00,False
DFVE,2024-02-01 00:00:00-05:00,False
RFV,2006-03-07 00:00:00-05:00,True
PKW,2006-12-20 00:00:00-05:00,True
CBLS,2020-11-13 00:00:00-05:00,False
IVVW,2024-03-15 00:00:00-04:00,False
XFIV,2022-09-15 00:00:00-04:00,False
SMIN,2012-02-09 00:00:00-05:00,True
CZA,2007-04-03 00:00:00-04:00,True
YLD,2015-07-13 00:00:00-04:00,False
JULW,2020-07-01 00:00:00-04:00,False
PSQ,2006-06-21 00:00:00-04:00,True
RPV,2006-03-07 00:00:00-05:00,True
PFIX,2021-05-11 00:00:00-04:00,False
LALT,2023-02-02 00:00:00-05:00,False
SMLV,2013-02-21 00:00:00-05:00,True
SMN,2007-02-02 00:00:00-05:00,True
CGV,2022-08-01 00:00:00-04:00,False
ISVL,2021-03-30 00:00:00-04:00,False
PSCI,2010-04-07 00:00:00-04:00,True
UFEB,2020-02-03 00:00:00-05:00,False
PFEB,2020-02-03 00:00:00-05:00,False
ACWV,2011-10-20 00:00:00-04:00,True
BSMW,2023-03-02 00:00:00-05:00,False
PBDC,2022-09-30 00:00:00-04:00,False
GMF,2007-03-23 00:00:00-04:00,True
SDFI,2024-06-11 00:00:00-04:00,False
SVAL,2020-10-29 00:00:00-04:00,False
TXS,2023-07-13 00:00:00-04:00,False
FPX,2006-05-24 00:00:00-04:00,True
GNOM,2019-04-10 00:00:00-04:00,False
RUFF,2021-10-15 00:00:00-04:00,False
OVLH,2021-01-15 00:00:00-05:00,False
SBND,2021-09-24 00:00:00-04:00,False
ARKW,2014-09-30 00:00:00-04:00,False
AVMV,2023-11-15 00:00:00-05:00,False
SNOY,2024-06-11 00:00:00-04:00,False
STPZ,2009-08-21 00:00:00-04:00,True
GSIG,2020-07-13 00:00:00-04:00,False
PAMC,2020-06-25 00:00:00-04:00,False
BUFR,2020-08-11 00:00:00-04:00,False
QQQA,2021-05-20 00:00:00-04:00,False
PPI,2021-12-30 00:00:00-05:00,False
ETEC,2023-03-31 00:00:00-04:00,False
REVS,2019-09-25 00:00:00-04:00,False
IMTB,2016-11-07 00:00:00-05:00,False
SCJ,2007-12-27 00:00:00-05:00,True
VRP,2014-05-01 00:00:00-04:00,True
SCHO,2010-08-05 00:00:00-04:00,True
EATV,2021-12-29 00:00:00-05:00,False
VIXY,2011-01-04 00:00:00-05:00,True
AMDL,2024-03-19 00:00:00-04:00,False
DULL,2023-02-22 00:00:00-05:00,False
GOOY,2023-07-28 00:00:00-04:00,False
FBCG,2020-06-05 00:00:00-04:00,False
CSWC,1980-03-17 00:00:00-05:00,True
KEMQ,2017-10-12 00:00:00-04:00,False
SJNK,2012-04-09 00:00:00-04:00,True
YLDE,2017-05-26 00:00:00-04:00,False
KWT,2020-09-03 00:00:00-04:00,False
AUGP,2024-05-10 00:00:00-04:00,False
UMMA,2022-01-07 00:00:00-05:00,False
SDSI,2022-10-13 00:00:00-04:00,False
ULTY,2024-02-29 00:00:00-05:00,False
KWEB,2013-08-01 00:00:00-04:00,True
RJMG,2024-01-18 00:00:00-05:00,False
DAPR,2021-04-19 00:00:00-04:00,False
AVMA,2023-06-29 00:00:00-04:00,False
SHPP,2022-06-10 00:00:00-04:00,False
LSAF,2018-10-02 00:00:00-04:00,False
MLN,2008-01-10 00:00:00-05:00,True
HIDV,2023-03-28 00:00:00-04:00,False
PTLC,2015-06-12 00:00:00-04:00,False
GCOW,2016-02-23 00:00:00-05:00,False
HDEF,2015-08-18 00:00:00-04:00,False
IBIF,2023-10-03 00:00:00-04:00,False
NVDS,2022-07-14 00:00:00-04:00,False
XEMD,2022-06-30 00:00:00-04:00,False
LTL,2008-05-22 00:00:00-04:00,True
BSJS,2020-09-16 00:00:00-04:00,False
SHRY,2017-06-22 00:00:00-04:00,False
BSJQ,2018-08-09 00:00:00-04:00,False
JFWD,2021-07-14 00:00:00-04:00,False
BSMP,2019-09-26 00:00:00-04:00,False
DFAW,2023-09-27 00:00:00-04:00,False
DRSK,2018-08-09 00:00:00-04:00,False
IJS,2000-07-28 00:00:00-04:00,True
QQQS,2022-10-13 00:00:00-04:00,False
LSST,2017-12-28 00:00:00-05:00,False
VDC,2004-01-30 00:00:00-05:00,True
ARKZ,2023-11-14 00:00:00-05:00,False
DTRE,2007-08-30 00:00:00-04:00,True
USRT,2007-05-04 00:00:00-04:00,True
BSMQ,2019-09-26 00:00:00-04:00,False
IMAY,2024-05-01 00:00:00-04:00,False
HQGO,2023-12-06 00:00:00-05:00,False
XIMR,2024-03-19 00:00:00-04:00,False
FPA,2011-04-20 00:00:00-04:00,True
PHDG,2012-12-06 00:00:00-05:00,True
PJFG,2022-12-14 00:00:00-05:00,False
SMH,2000-06-05 00:00:00-04:00,True
MSSS,2024-03-13 00:00:00-04:00,False
THNQ,2020-05-18 00:00:00-04:00,False
SPDN,2016-06-10 00:00:00-04:00,False
VGSR,2023-12-04 00:00:00-05:00,False
FDTS,2012-02-16 00:00:00-05:00,True
BBBI,2024-02-05 00:00:00-05:00,False
PWB,2005-03-03 00:00:00-05:00,True
QQQE,2012-03-21 00:00:00-04:00,True
FEDM,2021-09-21 00:00:00-04:00,False
DFUV,2022-05-09 00:00:00-04:00,False
CAFG,2023-05-02 00:00:00-04:00,False
JANW,2021-01-04 00:00:00-05:00,False
AAXJ,2008-08-15 00:00:00-04:00,True
DBE,2007-01-05 00:00:00-05:00,True
JMOM,2017-11-09 00:00:00-05:00,False
JUST,2018-06-14 00:00:00-04:00,False
PAVE,2017-03-08 00:00:00-05:00,False
WCLD,2019-09-06 00:00:00-04:00,False
LGHT,2024-01-10 00:00:00-05:00,False
UMAR,2020-03-02 00:00:00-05:00,False
FDL,2006-03-15 00:00:00-05:00,True
EZM,2007-02-23 00:00:00-05:00,True
WOOD,2008-06-25 00:00:00-04:00,True
HCOW,2023-09-20 00:00:00-04:00,False
HRTS,2023-11-21 00:00:00-05:00,False
MUSQ,2023-07-07 00:00:00-04:00,False
IVOG,2010-09-09 00:00:00-04:00,True
SNSR,2016-09-16 00:00:00-04:00,False
TEQI,2020-08-05 00:00:00-04:00,False
QDEF,2012-12-19 00:00:00-05:00,True
PRF,2005-12-20 00:00:00-05:00,True
JHAC,2023-11-06 00:00:00-05:00,False
SEIM,2022-05-18 00:00:00-04:00,False
TDI,2023-12-13 00:00:00-05:00,False
JMST,2018-10-22 00:00:00-04:00,False
VPL,2005-03-10 00:00:00-05:00,True
LNGG,2023-09-22 00:00:00-04:00,False
OPER,2018-07-11 00:00:00-04:00,False
KNOW,2024-02-27 00:00:00-05:00,False
SOF,2023-11-15 00:00:00-05:00,False
VNSE,2020-09-17 00:00:00-04:00,False
HSMV,2020-04-07 00:00:00-04:00,False
SPXT,2015-09-24 00:00:00-04:00,False
SDVY,2017-11-03 00:00:00-04:00,False
TAFM,2023-12-13 00:00:00-05:00,False
MAGA,2017-09-14 00:00:00-04:00,False
XSW,2011-09-29 00:00:00-04:00,True
LRGG,2024-05-15 00:00:00-04:00,False
GSPY,2020-12-29 00:00:00-05:00,False
NVDY,2023-05-11 00:00:00-04:00,False
CVSE,2023-02-01 00:00:00-05:00,False
BSVO,2023-03-13 00:00:00-04:00,False
VGK,2005-03-10 00:00:00-05:00,True
NULC,2019-06-04 00:00:00-04:00,False
PIE,2008-01-07 00:00:00-05:00,True
VSMV,2017-06-26 00:00:00-04:00,False
CSHI,2022-08-30 00:00:00-04:00,False
BBEU,2018-06-18 00:00:00-04:00,False
VGIT,2009-11-23 00:00:00-05:00,True
PPA,2005-10-26 00:00:00-04:00,True
SBB,2007-01-25 00:00:00-05:00,True
IMAR,2024-03-01 00:00:00-05:00,False
QEFA,2014-06-05 00:00:00-04:00,True
RAYJ,2024-04-04 00:00:00-04:00,False
GSEE,2020-05-19 00:00:00-04:00,False
EUM,2007-11-01 00:00:00-04:00,True
JNUG,2013-10-03 00:00:00-04:00,True
OASC,2024-06-14 00:00:00-04:00,False
MBNE,2022-04-05 00:00:00-04:00,False
GOCT,2023-10-23 00:00:00-04:00,False
IWV,2000-05-26 00:00:00-04:00,True
IDNA,2019-06-14 00:00:00-04:00,False
GRW,2024-05-06 00:00:00-04:00,False
ESMV,2021-11-11 00:00:00-05:00,False
NSI,2023-12-07 00:00:00-05:00,False
AMLP,2010-08-25 00:00:00-04:00,True
JETS,2015-04-30 00:00:00-04:00,False
DWAW,2019-12-27 00:00:00-05:00,False
FKU,2012-02-27 00:00:00-05:00,True
SIXO,2021-10-01 00:00:00-04:00,False
GGLS,2022-09-16 00:00:00-04:00,False
SMCP,2015-04-21 00:00:00-04:00,False
WEBS,2019-11-07 00:00:00-05:00,False
FM,2012-09-13 00:00:00-04:00,True
IWFL,2021-02-08 00:00:00-05:00,False
CHIQ,2009-12-01 00:00:00-05:00,True
NXTI,2024-04-22 00:00:00-04:00,False
PFI,2006-10-12 00:00:00-04:00,True
CDC,2014-07-02 00:00:00-04:00,False
IBND,2010-05-20 00:00:00-04:00,True
XME,2006-06-22 00:00:00-04:00,True
RWJ,2008-02-22 00:00:00-05:00,True
SMMU,2010-02-03 00:00:00-05:00,True
MGC,2007-12-27 00:00:00-05:00,True
OZEM,2024-05-21 00:00:00-04:00,False
AMDY,2023-09-19 00:00:00-04:00,False
LVOL,2021-01-19 00:00:00-05:00,False
PWZ,2007-10-18 00:00:00-04:00,True
DAPP,2021-04-15 00:00:00-04:00,False
XSVM,2005-03-03 00:00:00-05:00,True
SPYI,2022-08-30 00:00:00-04:00,False
EVMT,2022-04-26 00:00:00-04:00,False
FDD,2007-08-30 00:00:00-04:00,True
ISWN,2021-01-26 00:00:00-05:00,False
PBSE,2024-05-15 00:00:00-04:00,False
FDIV,2023-09-20 00:00:00-04:00,False
TLH,2007-01-11 00:00:00-05:00,True
BIZD,2013-02-12 00:00:00-05:00,True
IHAK,2019-06-14 00:00:00-04:00,False
HCOM,2021-09-15 00:00:00-04:00,False
VCLT,2009-11-23 00:00:00-05:00,True
YMAX,2024-01-17 00:00:00-05:00,False
CHAU,2015-04-16 00:00:00-04:00,False
EAOK,2020-06-18 00:00:00-04:00,False
OCTQ,2023-10-02 00:00:00-04:00,False
EVSB,2023-10-19 00:00:00-04:00,False
HNDL,2018-01-25 00:00:00-05:00,False
IWD,2000-05-26 00:00:00-04:00,True
FYC,2011-04-20 00:00:00-04:00,True
BDRY,2018-03-22 00:00:00-04:00,False
JHEM,2018-09-28 00:00:00-04:00,False
BITI,2022-06-21 00:00:00-04:00,False
SGOV,2020-06-01 00:00:00-04:00,False
GGUS,2024-03-13 00:00:00-04:00,False
FDIG,2022-04-21 00:00:00-04:00,False
PPH,2000-02-01 00:00:00-05:00,True
SCHM,2011-01-13 00:00:00-05:00,True
DYTA,2023-03-30 00:00:00-04:00,False
CARZ,2011-05-10 00:00:00-04:00,True
EWN,1996-03-18 00:00:00-05:00,True
BNO,2010-06-02 00:00:00-04:00,True
ICOW,2017-06-19 00:00:00-04:00,False
MARZ,2021-03-02 00:00:00-05:00,False
SRHQ,2022-10-05 00:00:00-04:00,False
BFOR,2013-06-04 00:00:00-04:00,True
OGSP,2024-04-11 00:00:00-04:00,False
SUSA,2005-01-28 00:00:00-05:00,True
JMSI,2023-07-17 00:00:00-04:00,False
ESGU,2016-12-06 00:00:00-05:00,False
FYEE,2024-04-11 00:00:00-04:00,False
QDEC,2020-12-21 00:00:00-05:00,False
UPGR,2024-03-13 00:00:00-04:00,False
DUSA,2017-01-12 00:00:00-05:00,False
IDLV,2012-01-17 00:00:00-05:00,True
VV,2004-01-30 00:00:00-05:00,True
SFLO,2023-12-26 00:00:00-05:00,False
QQH,2019-10-10 00:00:00-04:00,False
TBG,2023-11-07 00:00:00-05:00,False
JHMU,2023-11-02 00:00:00-04:00,False
MGNR,2024-02-06 00:00:00-05:00,False
VTI,2001-06-15 00:00:00-04:00,True
WGMI,2022-02-08 00:00:00-05:00,False
FLCH,2017-11-06 00:00:00-05:00,False
FUNL,2020-08-20 00:00:00-04:00,False
