,Min Date,Over 10 Years
QQQN,2020-09-10 00:00:00-04:00,False
UUP,2007-03-01 00:00:00-05:00,True
WBAT,2022-02-17 00:00:00-05:00,False
DGCB,2023-11-15 00:00:00-05:00,False
QUAL,2013-07-18 00:00:00-04:00,True
LDEM,2020-02-12 00:00:00-05:00,False
XTWO,2022-09-19 00:00:00-04:00,False
JSI,2023-11-09 00:00:00-05:00,False
SPAX,2021-06-24 00:00:00-04:00,False
SSPY,2014-12-31 00:00:00-05:00,False
HCMT,2023-06-22 00:00:00-04:00,False
JHHY,2024-05-02 00:00:00-04:00,False
AVLV,2021-09-23 00:00:00-04:00,False
IWML,2021-02-09 00:00:00-05:00,False
JUNP,2024-06-03 00:00:00-04:00,False
FSBD,2022-04-21 00:00:00-04:00,False
FALN,2016-06-21 00:00:00-04:00,False
CALF,2017-06-19 00:00:00-04:00,False
AVUV,2019-09-26 00:00:00-04:00,False
KPRO,2024-02-08 00:00:00-05:00,False
SPAQ,2023-01-30 00:00:00-05:00,False
HTGC,2005-06-09 00:00:00-04:00,True
SPSK,2019-12-31 00:00:00-05:00,False
QTEC,2006-05-02 00:00:00-04:00,True
SLVP,2012-02-02 00:00:00-05:00,True
MAYW,2023-05-01 00:00:00-04:00,False
SATO,2021-10-07 00:00:00-04:00,False
CPII,2022-06-29 00:00:00-04:00,False
NAPR,2020-04-01 00:00:00-04:00,False
HEWJ,2014-02-05 00:00:00-05:00,True
OMFS,2017-11-10 00:00:00-05:00,False
PSCT,2010-04-07 00:00:00-04:00,True
EQTY,2022-12-12 00:00:00-05:00,False
FLUD,2020-07-20 00:00:00-04:00,False
CONL,2022-08-10 00:00:00-04:00,False
JPEM,2015-01-09 00:00:00-05:00,False
KXI,2006-09-22 00:00:00-04:00,True
SDY,2005-11-15 00:00:00-05:00,True
AMZP,2023-10-31 00:00:00-04:00,False
OCFS,2024-05-20 00:00:00-04:00,False
ICF,2001-02-02 00:00:00-05:00,True
EDC,2008-12-30 00:00:00-05:00,True
VALQ,2018-01-16 00:00:00-05:00,False
PDBC,2014-11-07 00:00:00-05:00,False
OEF,2000-10-27 00:00:00-04:00,True
TSDD,2023-08-28 00:00:00-04:00,False
DFEN,2017-05-03 00:00:00-04:00,False
FDCE,2023-10-16 00:00:00-04:00,False
JPXN,2001-10-26 00:00:00-04:00,True
QSPT,2021-09-21 00:00:00-04:00,False
SHLD,2023-09-13 00:00:00-04:00,False
NIKL,2023-03-22 00:00:00-04:00,False
AGQ,2008-12-04 00:00:00-05:00,True
XHYF,2022-02-17 00:00:00-05:00,False
GHYB,2017-09-25 00:00:00-04:00,False
PRAE,2023-12-19 00:00:00-05:00,False
FSEP,2020-09-21 00:00:00-04:00,False
GDEF,2023-01-23 00:00:00-05:00,False
GDXJ,2009-11-11 00:00:00-05:00,True
IQSU,2019-12-17 00:00:00-05:00,False
WFIG,2016-04-27 00:00:00-04:00,False
AIRL,2023-12-08 00:00:00-05:00,False
QABA,2009-07-01 00:00:00-04:00,True
VNQ,2004-09-29 00:00:00-04:00,True
GDE,2022-03-17 00:00:00-04:00,False
ARKC,2023-11-15 00:00:00-05:00,False
RSHO,2023-05-11 00:00:00-04:00,False
SCHB,2009-11-03 00:00:00-05:00,True
BHYB,2023-10-30 00:00:00-04:00,False
OCEN,2021-10-21 00:00:00-04:00,False
FLMI,2017-09-14 00:00:00-04:00,False
NURE,2016-12-20 00:00:00-05:00,False
MAGS,2023-04-11 00:00:00-04:00,False
AVNM,2023-06-29 00:00:00-04:00,False
IQHI,2022-10-25 00:00:00-04:00,False
JHMD,2016-12-22 00:00:00-05:00,False
SPMD,2013-07-09 00:00:00-04:00,True
PHB,2007-11-15 00:00:00-05:00,True
CGDV,2022-02-24 00:00:00-05:00,False
EWO,1996-03-18 00:00:00-05:00,True
PABD,2024-03-13 00:00:00-04:00,False
SCC,2007-02-02 00:00:00-05:00,True
USML,2021-02-09 00:00:00-05:00,False
HACK,2014-11-12 00:00:00-05:00,False
NUGT,2010-12-08 00:00:00-05:00,True
KFVG,2020-11-24 00:00:00-05:00,False
FCUS,2022-12-30 00:00:00-05:00,False
FDIF,2023-06-20 00:00:00-04:00,False
SPEU,2002-10-21 00:00:00-04:00,True
PFXF,2012-07-19 00:00:00-04:00,True
GAUG,2023-08-21 00:00:00-04:00,False
QLVE,2019-07-16 00:00:00-04:00,False
QTJL,2021-07-01 00:00:00-04:00,False
USO,2006-04-10 00:00:00-04:00,True
BMAR,2020-03-02 00:00:00-05:00,False
BBH,1999-11-23 00:00:00-05:00,True
BIV,2007-04-10 00:00:00-04:00,True
AFLG,2019-12-04 00:00:00-05:00,False
TAN,2008-04-15 00:00:00-04:00,True
ESGG,2016-07-15 00:00:00-04:00,False
IWL,2009-09-28 00:00:00-04:00,True
SIL,2010-04-20 00:00:00-04:00,True
BAMO,2024-03-13 00:00:00-04:00,False
DUSL,2017-05-03 00:00:00-04:00,False
DBAW,2014-01-27 00:00:00-05:00,True
REGL,2015-02-05 00:00:00-05:00,False
RENW,2022-07-14 00:00:00-04:00,False
SHAG,2017-05-19 00:00:00-04:00,False
SPBC,2021-05-25 00:00:00-04:00,False
PSC,2016-09-22 00:00:00-04:00,False
AZTD,2022-08-22 00:00:00-04:00,False
BUSA,2023-10-09 00:00:00-04:00,False
ACIO,2019-07-10 00:00:00-04:00,False
IVV,2000-05-19 00:00:00-04:00,True
FIVA,2018-01-25 00:00:00-05:00,False
FISMX,2002-09-19 00:00:00-04:00,True
BUFC,2023-12-19 00:00:00-05:00,False
SIXP,2024-03-01 00:00:00-05:00,False
EFIX,2021-02-24 00:00:00-05:00,False
KOCG,2021-07-14 00:00:00-04:00,False
HDG,2011-07-14 00:00:00-04:00,True
XXCH,2024-02-07 00:00:00-05:00,False
PREF,2017-07-11 00:00:00-04:00,False
KOKU,2020-04-08 00:00:00-04:00,False
BBIB,2023-04-24 00:00:00-04:00,False
ZTEN,2024-01-19 00:00:00-05:00,False
GGLL,2022-09-07 00:00:00-04:00,False
GSEU,2016-03-04 00:00:00-05:00,False
DFNM,2021-11-16 00:00:00-05:00,False
NETL,2019-03-22 00:00:00-04:00,False
PIFI,2020-10-02 00:00:00-04:00,False
KBWY,2010-12-02 00:00:00-05:00,True
OBIL,2022-11-15 00:00:00-05:00,False
QFLR,2024-01-26 00:00:00-05:00,False
DGRE,2013-08-01 00:00:00-04:00,True
DFAU,2020-11-19 00:00:00-05:00,False
FOVL,2019-03-21 00:00:00-04:00,False
QQXT,2007-05-07 00:00:00-04:00,True
BITS,2021-11-16 00:00:00-05:00,False
SKF,2007-02-01 00:00:00-05:00,True
XJUN,2021-07-13 00:00:00-04:00,False
IYF,2000-05-26 00:00:00-04:00,True
YOLO,2019-04-18 00:00:00-04:00,False
DBC,2006-02-06 00:00:00-05:00,True
WOMN,2018-08-30 00:00:00-04:00,False
AVDE,2019-09-26 00:00:00-04:00,False
SIXS,2020-05-11 00:00:00-04:00,False
CGGR,2022-02-24 00:00:00-05:00,False
EQLS,2023-06-14 00:00:00-04:00,False
STNC,2021-03-16 00:00:00-04:00,False
TMFC,2018-01-30 00:00:00-05:00,False
AUSF,2018-08-28 00:00:00-04:00,False
KORU,2013-04-10 00:00:00-04:00,True
AWEG,2023-03-07 00:00:00-05:00,False
EIS,2008-03-28 00:00:00-04:00,True
ACSI,2016-11-07 00:00:00-05:00,False
LCTU,2021-04-08 00:00:00-04:00,False
VDE,2004-09-29 00:00:00-04:00,True
AOA,2008-11-11 00:00:00-05:00,True
XDEC,2021-12-20 00:00:00-05:00,False
TOGA,2024-05-03 00:00:00-04:00,False
JANJ,2024-01-02 00:00:00-05:00,False
MOAT,2012-04-25 00:00:00-04:00,True
AMZY,2023-07-25 00:00:00-04:00,False
HEGD,2020-12-23 00:00:00-05:00,False
UTSL,2017-05-03 00:00:00-04:00,False
BUCK,2022-10-28 00:00:00-04:00,False
FFLV,2024-02-26 00:00:00-05:00,False
FEM,2011-04-19 00:00:00-04:00,True
CRUZ,2021-06-04 00:00:00-04:00,False
IBDS,2017-09-18 00:00:00-04:00,False
XHS,2011-09-29 00:00:00-04:00,True
CTEX,2021-09-30 00:00:00-04:00,False
ESGB,2021-06-29 00:00:00-04:00,False
TCAF,2023-06-16 00:00:00-04:00,False
XLF,1998-12-22 00:00:00-05:00,True
EDZ,2008-12-30 00:00:00-05:00,True
EMSF,2023-09-22 00:00:00-04:00,False
PCCE,2024-03-15 00:00:00-04:00,False
EASG,2018-11-05 00:00:00-05:00,False
FTAG,2010-03-31 00:00:00-04:00,True
CIZ,2014-10-01 00:00:00-04:00,False
TYLD,2024-01-04 00:00:00-05:00,False
FLYD,2022-06-22 00:00:00-04:00,False
GOOX,2024-01-11 00:00:00-05:00,False
SIXJ,2022-01-03 00:00:00-05:00,False
AGIH,2022-06-24 00:00:00-04:00,False
FYX,2007-05-10 00:00:00-04:00,True
SURI,2023-02-10 00:00:00-05:00,False
IAT,2006-05-05 00:00:00-04:00,True
OAEM,2022-09-15 00:00:00-04:00,False
SEPT,2023-09-01 00:00:00-04:00,False
BKEM,2020-04-24 00:00:00-04:00,False
FTHF,2023-11-07 00:00:00-05:00,False
AOTG,2022-06-29 00:00:00-04:00,False
CGMU,2022-10-27 00:00:00-04:00,False
IBHD,2019-05-09 00:00:00-04:00,False
AUGZ,2020-08-03 00:00:00-04:00,False
DWAT,2014-10-01 00:00:00-04:00,False
BNGE,2022-02-04 00:00:00-05:00,False
EWV,2007-11-08 00:00:00-05:00,True
IWR,2001-08-27 00:00:00-04:00,True
EWK,1996-03-18 00:00:00-05:00,True
FNDC,2013-08-15 00:00:00-04:00,True
HIYS,2022-12-13 00:00:00-05:00,False
TMDV,2019-11-07 00:00:00-05:00,False
UTWY,2023-03-28 00:00:00-04:00,False
XAR,2011-09-29 00:00:00-04:00,True
PSCH,2010-04-07 00:00:00-04:00,True
FTGS,2022-10-26 00:00:00-04:00,False
URE,2007-02-02 00:00:00-05:00,True
UBOT,2018-04-19 00:00:00-04:00,False
DBEZ,2014-12-15 00:00:00-05:00,False
MDEV,2021-06-24 00:00:00-04:00,False
HYS,2011-06-17 00:00:00-04:00,True
JPMO,2023-09-12 00:00:00-04:00,False
NFLP,2023-10-27 00:00:00-04:00,False
RHCB,2022-03-23 00:00:00-04:00,False
SPWO,2023-12-20 00:00:00-05:00,False
TDTF,2011-09-22 00:00:00-04:00,True
CORN,2010-06-09 00:00:00-04:00,True
DMAY,2020-05-19 00:00:00-04:00,False
IYG,2000-06-21 00:00:00-04:00,True
BBAG,2018-12-14 00:00:00-05:00,False
JRNY,2021-09-09 00:00:00-04:00,False
IVOV,2010-09-09 00:00:00-04:00,True
UCO,2008-11-25 00:00:00-05:00,True
UCON,2018-06-05 00:00:00-04:00,False
IPAY,2015-07-16 00:00:00-04:00,False
PSK,2009-09-17 00:00:00-04:00,True
UXI,2007-02-02 00:00:00-05:00,True
XSEP,2022-09-22 00:00:00-04:00,False
FVD,2003-08-27 00:00:00-04:00,True
VOE,2006-08-25 00:00:00-04:00,True
AFK,2008-07-14 00:00:00-04:00,True
DFAI,2020-11-19 00:00:00-05:00,False
HEEM,2014-09-25 00:00:00-04:00,False
EMIF,2009-06-19 00:00:00-04:00,True
MBCC,2021-03-29 00:00:00-04:00,False
QLC,2015-09-24 00:00:00-04:00,False
GYLD,2012-05-08 00:00:00-04:00,True
JAND,2024-01-02 00:00:00-05:00,False
SCHX,2009-11-03 00:00:00-05:00,True
USDX,2024-02-29 00:00:00-05:00,False
DMAT,2022-01-27 00:00:00-05:00,False
SMIZ,2024-03-13 00:00:00-04:00,False
FDNI,2018-11-09 00:00:00-05:00,False
ITDH,2024-06-04 00:00:00-04:00,False
MOTO,2019-11-15 00:00:00-05:00,False
DINT,2018-03-05 00:00:00-05:00,False
OBND,2021-09-28 00:00:00-04:00,False
NVBW,2022-11-01 00:00:00-04:00,False
XLG,2005-05-10 00:00:00-04:00,True
URAX,2024-05-28 00:00:00-04:00,False
FLJJ,2024-02-01 00:00:00-05:00,False
FTIF,2023-03-15 00:00:00-04:00,False
IWTR,2022-09-27 00:00:00-04:00,False
NVDU,2023-09-13 00:00:00-04:00,False
KLNE,2021-07-30 00:00:00-04:00,False
GNOV,2023-11-20 00:00:00-05:00,False
BSCR,2017-09-27 00:00:00-04:00,False
ONEY,2015-12-03 00:00:00-05:00,False
DBEH,2019-12-18 00:00:00-05:00,False
LQDB,2021-05-21 00:00:00-04:00,False
QSWN,2021-12-09 00:00:00-05:00,False
SMCF,2024-03-13 00:00:00-04:00,False
BKAG,2020-04-24 00:00:00-04:00,False
JANQ,2024-01-02 00:00:00-05:00,False
QQQM,2020-10-13 00:00:00-04:00,False
GII,2007-01-31 00:00:00-05:00,True
DIA,1998-01-20 00:00:00-05:00,True
JPAN,2023-09-22 00:00:00-04:00,False
IWN,2000-07-28 00:00:00-04:00,True
BSJW,2024-06-14 00:00:00-04:00,False
PHO,2005-12-06 00:00:00-05:00,True
UMAY,2020-05-01 00:00:00-04:00,False
EMC,2023-05-16 00:00:00-04:00,False
ELD,2010-08-09 00:00:00-04:00,True
DNL,2006-06-16 00:00:00-04:00,True
THLV,2022-09-13 00:00:00-04:00,False
VNMC,2020-09-17 00:00:00-04:00,False
PEY,2004-12-09 00:00:00-05:00,True
XNAV,2022-10-17 00:00:00-04:00,False
CARD,2023-06-28 00:00:00-04:00,False
GREI,2021-11-11 00:00:00-05:00,False
IQLT,2015-01-21 00:00:00-05:00,False
ISCG,2004-07-13 00:00:00-04:00,True
JDVI,2023-12-20 00:00:00-05:00,False
ECML,2023-05-23 00:00:00-04:00,False
FTSL,2013-05-02 00:00:00-04:00,True
TRES,2024-01-25 00:00:00-05:00,False
FLGV,2020-06-11 00:00:00-04:00,False
FGD,2007-11-27 00:00:00-05:00,True
FXED,2021-01-04 00:00:00-05:00,False
DIVP,2024-03-07 00:00:00-05:00,False
FDWM,2021-06-17 00:00:00-04:00,False
UJUN,2019-06-03 00:00:00-04:00,False
CTEC,2020-10-29 00:00:00-04:00,False
IJR,2000-05-26 00:00:00-04:00,True
CFA,2014-07-02 00:00:00-04:00,False
SEF,2008-06-12 00:00:00-04:00,True
SPXV,2015-09-24 00:00:00-04:00,False
FLDB,2024-02-22 00:00:00-05:00,False
OEUR,2015-08-19 00:00:00-04:00,False
PZT,2007-10-11 00:00:00-04:00,True
USCA,2023-04-06 00:00:00-04:00,False
IBDZ,2024-05-24 00:00:00-04:00,False
DAUG,2019-11-07 00:00:00-05:00,False
PFFR,2017-02-08 00:00:00-05:00,False
GINN,2020-11-09 00:00:00-05:00,False
BPAY,2022-08-23 00:00:00-04:00,False
GMOM,2018-12-19 00:00:00-05:00,False
XOCT,2023-10-23 00:00:00-04:00,False
IBDW,2021-06-25 00:00:00-04:00,False
IG,2018-04-19 00:00:00-04:00,False
NVDQ,2023-10-19 00:00:00-04:00,False
IBDQ,2015-03-12 00:00:00-04:00,False
SNPV,2022-11-10 00:00:00-05:00,False
CANQ,2024-02-13 00:00:00-05:00,False
KEAT,2024-03-27 00:00:00-04:00,False
PUTW,2016-02-25 00:00:00-05:00,False
RISR,2021-10-01 00:00:00-04:00,False
SIVR,2009-07-24 00:00:00-04:00,True
WANT,2018-11-29 00:00:00-05:00,False
CATH,2016-04-26 00:00:00-04:00,False
GPIX,2023-10-27 00:00:00-04:00,False
IBD,2017-07-11 00:00:00-04:00,False
DFSE,2022-11-02 00:00:00-04:00,False
PSEP,2019-09-03 00:00:00-04:00,False
MPAY,2022-05-06 00:00:00-04:00,False
SMDD,2010-02-11 00:00:00-05:00,True
IYE,2000-06-16 00:00:00-04:00,True
ENZL,2010-09-02 00:00:00-04:00,True
SECR,2024-05-31 00:00:00-04:00,False
EETH,2023-10-02 00:00:00-04:00,False
GDOC,2021-11-11 00:00:00-05:00,False
IGIB,2007-01-11 00:00:00-05:00,True
INOV,2023-11-01 00:00:00-04:00,False
SBIT,2024-04-02 00:00:00-04:00,False
SPDW,2007-04-26 00:00:00-04:00,True
AMZA,2014-10-02 00:00:00-04:00,False
BSJU,2022-09-20 00:00:00-04:00,False
BNKU,2019-04-03 00:00:00-04:00,False
IYW,2000-05-19 00:00:00-04:00,True
ITDC,2023-10-23 00:00:00-04:00,False
SPHY,2012-06-19 00:00:00-04:00,True
XLY,1998-12-22 00:00:00-05:00,True
FFOG,2023-11-06 00:00:00-05:00,False
FFLS,2023-06-21 00:00:00-04:00,False
GWX,2007-04-26 00:00:00-04:00,True
VTWG,2010-09-22 00:00:00-04:00,True
RTH,2001-05-17 00:00:00-04:00,True
SEMI,2022-03-30 00:00:00-04:00,False
STAX,2023-12-01 00:00:00-05:00,False
BBJP,2018-06-18 00:00:00-04:00,False
HAP,2008-11-11 00:00:00-05:00,True
RFDI,2016-04-14 00:00:00-04:00,False
OVM,2019-10-01 00:00:00-04:00,False
DJD,2015-12-18 00:00:00-05:00,False
VOT,2006-08-25 00:00:00-04:00,True
USCI,2010-08-10 00:00:00-04:00,True
BSMS,2019-09-26 00:00:00-04:00,False
EBIZ,2018-11-30 00:00:00-05:00,False
FLEE,2017-12-18 00:00:00-05:00,False
GBIL,2016-09-14 00:00:00-04:00,False
ENFR,2013-11-01 00:00:00-04:00,True
PTBD,2019-10-23 00:00:00-04:00,False
EZJ,2009-06-05 00:00:00-04:00,True
EQAL,2014-12-24 00:00:00-05:00,False
XLV,1998-12-22 00:00:00-05:00,True
BMAY,2020-05-01 00:00:00-04:00,False
OARK,2022-11-25 00:00:00-05:00,False
MVFG,2024-03-13 00:00:00-04:00,False
TARK,2022-05-02 00:00:00-04:00,False
FXF,2006-06-26 00:00:00-04:00,True
FLCA,2017-11-06 00:00:00-05:00,False
VOO,2010-09-09 00:00:00-04:00,True
DVY,2003-11-07 00:00:00-05:00,True
LBAY,2020-11-17 00:00:00-05:00,False
XCLR,2021-03-25 00:00:00-04:00,False
SCHH,2011-01-13 00:00:00-05:00,True
BUFF,2016-10-21 00:00:00-04:00,False
IBMS,2024-05-24 00:00:00-04:00,False
NOBL,2013-10-10 00:00:00-04:00,True
GMAY,2023-05-22 00:00:00-04:00,False
KTEC,2021-06-09 00:00:00-04:00,False
FGDL,2022-06-30 00:00:00-04:00,False
AAA,2020-09-09 00:00:00-04:00,False
NTSE,2021-05-20 00:00:00-04:00,False
FXZ,2007-05-11 00:00:00-04:00,True
EMCC,2023-11-07 00:00:00-05:00,False
HYD,2009-02-05 00:00:00-05:00,True
NBOS,2024-01-31 00:00:00-05:00,False
XSOE,2014-12-29 00:00:00-05:00,False
PFF,2007-03-30 00:00:00-04:00,True
ROIS,2024-03-19 00:00:00-04:00,False
BJUL,2018-08-29 00:00:00-04:00,False
DJIA,2022-02-24 00:00:00-05:00,False
CGUS,2022-02-24 00:00:00-05:00,False
INCO,2011-08-10 00:00:00-04:00,True
PHEQ,2023-10-19 00:00:00-04:00,False
SEIX,2019-04-25 00:00:00-04:00,False
SCHI,2019-10-11 00:00:00-04:00,False
FRTY,2021-03-02 00:00:00-05:00,False
USOY,2024-05-10 00:00:00-04:00,False
UBND,2021-10-05 00:00:00-04:00,False
COMT,2014-10-16 00:00:00-04:00,False
CEW,2009-06-02 00:00:00-04:00,True
ODDS,2022-04-11 00:00:00-04:00,False
ILDR,2021-05-26 00:00:00-04:00,False
PBE,2005-06-23 00:00:00-04:00,True
ETHU,2024-06-04 00:00:00-04:00,False
DXJ,2006-06-16 00:00:00-04:00,True
DMDV,2018-11-28 00:00:00-05:00,False
TAXF,2018-09-12 00:00:00-04:00,False
HYLS,2013-02-27 00:00:00-05:00,True
RHRX,2021-11-09 00:00:00-05:00,False
FSEC,2021-03-08 00:00:00-05:00,False
SCIO,2024-02-28 00:00:00-05:00,False
RSPN,2006-11-07 00:00:00-05:00,True
PSDM,2023-07-26 00:00:00-04:00,False
AAPU,2022-08-09 00:00:00-04:00,False
BLES,2017-02-28 00:00:00-05:00,False
DFVX,2023-11-02 00:00:00-04:00,False
HCRB,2020-02-20 00:00:00-05:00,False
EAOR,2020-06-18 00:00:00-04:00,False
FIDI,2018-01-25 00:00:00-05:00,False
DEEF,2015-12-18 00:00:00-05:00,False
IBIH,2024-06-04 00:00:00-04:00,False
LDUR,2014-01-23 00:00:00-05:00,True
VNAM,2021-12-10 00:00:00-05:00,False
VXX,2018-01-25 00:00:00-05:00,False
OACP,2022-03-31 00:00:00-04:00,False
QQQI,2024-01-30 00:00:00-05:00,False
BUFS,2024-06-04 00:00:00-04:00,False
DURA,2018-10-31 00:00:00-04:00,False
USVN,2023-03-28 00:00:00-04:00,False
BSJV,2023-09-21 00:00:00-04:00,False
FDGR,2023-10-16 00:00:00-04:00,False
FVC,2016-03-18 00:00:00-04:00,False
DWCR,2017-12-29 00:00:00-05:00,False
DWMF,2018-08-10 00:00:00-04:00,False
NUHY,2019-09-26 00:00:00-04:00,False
MPRO,2021-03-29 00:00:00-04:00,False
IFV,2014-07-23 00:00:00-04:00,False
SCHG,2010-01-04 00:00:00-05:00,True
FXU,2007-05-10 00:00:00-04:00,True
HYLB,2016-12-13 00:00:00-05:00,False
EVX,2006-10-16 00:00:00-04:00,True
QLTA,2012-02-16 00:00:00-05:00,True
IEDI,2018-03-23 00:00:00-04:00,False
AAPB,2022-08-10 00:00:00-04:00,False
RFG,2006-03-07 00:00:00-05:00,True
FTSM,2014-08-06 00:00:00-04:00,False
COPJ,2023-02-02 00:00:00-05:00,False
OCTD,2023-10-02 00:00:00-04:00,False
SGDJ,2015-03-31 00:00:00-04:00,False
CLOD,2024-03-13 00:00:00-04:00,False
CRAK,2015-08-20 00:00:00-04:00,False
NUSB,2024-03-07 00:00:00-05:00,False
CTA,2022-03-08 00:00:00-05:00,False
ERX,2008-11-19 00:00:00-05:00,True
INNO,2021-12-02 00:00:00-05:00,False
JPSV,2023-03-08 00:00:00-05:00,False
PSMR,2021-04-01 00:00:00-04:00,False
FFLC,2020-06-05 00:00:00-04:00,False
SKYY,2011-07-06 00:00:00-04:00,True
BNDW,2018-09-06 00:00:00-04:00,False
SGLC,2023-03-31 00:00:00-04:00,False
NRES,2024-02-27 00:00:00-05:00,False
TPHE,2021-07-30 00:00:00-04:00,False
FTSD,2013-11-05 00:00:00-05:00,True
CAPE,2022-04-04 00:00:00-04:00,False
ISHG,2009-01-28 00:00:00-05:00,True
PSL,2006-10-12 00:00:00-04:00,True
PSCE,2010-04-07 00:00:00-04:00,True
NDOW,2024-05-14 00:00:00-04:00,False
BEMB,2023-02-24 00:00:00-05:00,False
LRGF,2015-04-30 00:00:00-04:00,False
IBHE,2019-05-09 00:00:00-04:00,False
BTCW,2024-01-11 00:00:00-05:00,False
ISMD,2017-02-28 00:00:00-05:00,False
IBIT,2024-01-11 00:00:00-05:00,False
JULQ,2023-07-03 00:00:00-04:00,False
HDLB,2019-10-30 00:00:00-04:00,False
MRAD,2020-12-31 00:00:00-05:00,False
TBF,2009-08-20 00:00:00-04:00,True
VT,2008-06-26 00:00:00-04:00,True
BBC,2014-12-17 00:00:00-05:00,False
OCTT,2020-10-01 00:00:00-04:00,False
BOND,2012-03-01 00:00:00-05:00,True
XTN,2011-01-27 00:00:00-05:00,True
KROP,2021-07-14 00:00:00-04:00,False
THD,2008-04-01 00:00:00-04:00,True
QCAP,2024-04-22 00:00:00-04:00,False
JPEF,2023-07-31 00:00:00-04:00,False
EMLP,2012-06-21 00:00:00-04:00,True
DALI,2018-05-15 00:00:00-04:00,False
CQQQ,2010-01-22 00:00:00-05:00,True
XPND,2021-06-16 00:00:00-04:00,False
GLRY,2020-12-09 00:00:00-05:00,False
LQDI,2018-05-15 00:00:00-04:00,False
NXTE,2022-09-29 00:00:00-04:00,False
ARCM,2017-03-31 00:00:00-04:00,False
HYBB,2020-10-08 00:00:00-04:00,False
DPST,2015-08-20 00:00:00-04:00,False
SHYG,2013-10-17 00:00:00-04:00,True
FLMX,2017-11-06 00:00:00-05:00,False
XLP,1998-12-22 00:00:00-05:00,True
BKCI,2021-12-09 00:00:00-05:00,False
FDRR,2016-09-15 00:00:00-04:00,False
BJAN,2019-01-03 00:00:00-05:00,False
IJT,2000-07-28 00:00:00-04:00,True
DWUS,2019-12-27 00:00:00-05:00,False
EWW,1996-03-18 00:00:00-05:00,True
XCOR,2022-10-17 00:00:00-04:00,False
OSMAX,1997-11-17 00:00:00-05:00,True
VEGI,2012-02-02 00:00:00-05:00,True
GAL,2012-04-26 00:00:00-04:00,True
XOMO,2023-08-31 00:00:00-04:00,False
PBMY,2024-05-01 00:00:00-04:00,False
AVSC,2022-01-13 00:00:00-05:00,False
CLOX,2023-07-19 00:00:00-04:00,False
FWD,2023-03-22 00:00:00-04:00,False
FCPI,2019-11-07 00:00:00-05:00,False
JANP,2024-01-09 00:00:00-05:00,False
VCIT,2009-11-23 00:00:00-05:00,True
FMHI,2017-11-03 00:00:00-04:00,False
VO,2004-01-30 00:00:00-05:00,True
KGRN,2017-10-13 00:00:00-04:00,False
FDVL,2023-10-16 00:00:00-04:00,False
INDL,2010-03-11 00:00:00-05:00,True
NZAC,2014-11-26 00:00:00-05:00,False
BCHP,2023-07-13 00:00:00-04:00,False
FEUZ,2014-10-27 00:00:00-04:00,False
LSGR,2023-06-29 00:00:00-04:00,False
RZG,2006-03-07 00:00:00-05:00,True
SVIX,2022-03-30 00:00:00-04:00,False
FRNW,2021-10-07 00:00:00-04:00,False
CWI,2007-01-17 00:00:00-05:00,True
AFSM,2019-12-04 00:00:00-05:00,False
AVXC,2024-03-25 00:00:00-04:00,False
TINT,2021-10-27 00:00:00-04:00,False
PSFD,2020-12-23 00:00:00-05:00,False
JPSE,2016-11-22 00:00:00-05:00,False
FMNY,2021-05-13 00:00:00-04:00,False
QUSIX,2008-05-02 00:00:00-04:00,True
VERS,2022-03-17 00:00:00-04:00,False
FCVT,2015-11-04 00:00:00-05:00,False
VWO,2005-03-10 00:00:00-05:00,True
FUMB,2018-11-07 00:00:00-05:00,False
PSCC,2010-04-07 00:00:00-04:00,True
GAMR,2016-03-10 00:00:00-05:00,False
EWX,2008-05-22 00:00:00-04:00,True
SMOG,2007-05-09 00:00:00-04:00,True
XTAP,2021-04-01 00:00:00-04:00,False
QDF,2012-12-19 00:00:00-05:00,True
FLN,2011-04-20 00:00:00-04:00,True
VCEB,2020-09-24 00:00:00-04:00,False
GSID,2020-05-19 00:00:00-04:00,False
SPHB,2011-05-05 00:00:00-04:00,True
EWZS,2010-09-29 00:00:00-04:00,True
FAUG,2019-11-07 00:00:00-05:00,False
IBHH,2022-03-16 00:00:00-04:00,False
NACP,2018-07-19 00:00:00-04:00,False
GAA,2014-12-10 00:00:00-05:00,False
CLOZ,2023-01-24 00:00:00-05:00,False
PTRB,2021-12-08 00:00:00-05:00,False
SPCX,2020-12-16 00:00:00-05:00,False
DON,2006-06-16 00:00:00-04:00,True
IEFA,2012-10-24 00:00:00-04:00,True
XJUL,2023-07-24 00:00:00-04:00,False
XFLX,2023-10-11 00:00:00-04:00,False
VBND,2014-10-16 00:00:00-04:00,False
YCS,2008-11-25 00:00:00-05:00,True
EMM,2023-05-16 00:00:00-04:00,False
EEMA,2012-02-09 00:00:00-05:00,True
LIT,2010-07-23 00:00:00-04:00,True
AIPI,2024-06-04 00:00:00-04:00,False
TGLR,2023-08-08 00:00:00-04:00,False
VYMI,2016-03-02 00:00:00-05:00,False
IWX,2009-09-28 00:00:00-04:00,True
BSMO,2019-09-26 00:00:00-04:00,False
XNTK,2000-10-02 00:00:00-04:00,True
SNPG,2022-11-11 00:00:00-05:00,False
FLAO,2024-04-01 00:00:00-04:00,False
WINN,2022-02-03 00:00:00-05:00,False
BKUI,2021-10-19 00:00:00-04:00,False
XITK,2016-01-14 00:00:00-05:00,False
